shipment_id,date,direction,carrier,origin,destination,lane_id,sku_category,weight_kg,quantity,promised_lead_days,actual_lead_days,delay_days,is_delayed,freight_cost_usd,invoiced_cost_usd,cost_variance_usd,damage_flag
SHP-01784,2023-10-23,outbound,PrimeHaul,"Miami, FL","Kansas City, MO",FL-MO,Electronics,124.2,73,3,1,-2.7,0,8.3,8.06,-0.24,0
SHP-01129,2023-10-23,inbound,SwiftLog,"Seattle, WA","Columbus, OH",WA-OH,Industrial Parts,71.3,68,3,3,-0.2,0,6.5,6.44,-0.06,0
SHP-02046,2023-10-23,outbound,SwiftLog,"Detroit, MI","Nashville, TN",MI-TN,Electronics,79.2,27,14,15,0.8,1,4.6,4.61,0.01,0
SHP-00255,2023-10-23,inbound,RelayEx,"Houston, TX","San Antonio, TX",TX-TX,Electronics,56.6,55,14,15,1.3,1,6.63,6.95,0.32,0
SHP-01757,2023-10-24,outbound,SwiftLog,"New York, NY","San Antonio, TX",NY-TX,Electronics,56.9,10,10,11,1.2,1,3.95,4.07,0.12,0
SHP-01753,2023-10-25,inbound,RelayEx,"Denver, CO","Charlotte, NC",CO-NC,Electronics,82.6,59,14,14,-0.5,0,6.95,7.82,0.87,0
SHP-00488,2023-10-26,inbound,FastFreight,"Houston, TX","Louisville, KY",TX-KY,Office Supplies,71.1,57,3,3,0.5,1,5.91,6.09,0.18,0
SHP-01923,2023-10-26,inbound,NorthStar,"Miami, FL","Salt Lake City, UT",FL-UT,Apparel,154.5,3,5,7,1.5,1,4.55,5.07,0.52,0
SHP-01507,2023-10-27,inbound,SwiftLog,"Denver, CO","Minneapolis, MN",CO-MN,Pharmaceuticals,169.3,6,7,8,0.7,1,5.39,5.57,0.18,0
SHP-02838,2023-10-27,outbound,NorthStar,"Memphis, TN","Kansas City, MO",TN-MO,Office Supplies,76.2,159,3,6,2.9,1,10.9,12.3,1.4,0
SHP-00329,2023-10-27,inbound,RelayEx,"Denver, CO","San Antonio, TX",CO-TX,Automotive,146.1,121,5,5,0.3,1,10.53,11.15,0.62,0
SHP-00575,2023-10-27,outbound,FastFreight,"Phoenix, AZ","Kansas City, MO",AZ-MO,Food & Beverage,33.6,105,5,4,-1.4,0,9.02,9.61,0.59,0
SHP-02888,2023-10-27,inbound,DirectMove,"Miami, FL","Salt Lake City, UT",FL-UT,Pharmaceuticals,498.0,115,5,5,-0.5,0,13.38,14.82,1.44,0
SHP-02367,2023-10-27,outbound,SwiftLog,"Phoenix, AZ","Minneapolis, MN",AZ-MN,Automotive,21.0,23,10,9,-1.0,0,4.51,4.45,-0.06,0
SHP-02688,2023-10-28,inbound,DirectMove,"Memphis, TN","Salt Lake City, UT",TN-UT,Office Supplies,69.3,60,2,8,5.9,1,7.22,8.47,1.25,0
SHP-00915,2023-10-28,outbound,SwiftLog,"Seattle, WA","Tampa, FL",WA-FL,Food & Beverage,49.4,125,5,4,-0.6,0,10.3,10.7,0.4,0
SHP-00406,2023-10-28,inbound,PrimeHaul,"Atlanta, GA","Kansas City, MO",GA-MO,Pharmaceuticals,323.0,11,7,10,2.9,1,7.49,7.77,0.28,0
SHP-00921,2023-10-28,inbound,DirectMove,"Dallas, TX","Baltimore, MD",TX-MD,Consumer Goods,21.9,34,3,5,2.4,1,4.69,5.27,0.58,0
SHP-00151,2023-10-29,outbound,DirectMove,"Seattle, WA","Tampa, FL",WA-FL,Office Supplies,104.0,13,14,16,2.0,1,4.91,5.48,0.57,0
SHP-01126,2023-10-29,inbound,FastFreight,"Houston, TX","Indianapolis, IN",TX-IN,Electronics,46.4,76,10,10,-0.2,0,7.69,7.64,-0.05,0
SHP-00716,2023-10-29,inbound,RelayEx,"Houston, TX","Tampa, FL",TX-FL,Office Supplies,267.9,77,5,6,1.0,1,10.35,10.81,0.46,0
SHP-01348,2023-10-29,inbound,PrimeHaul,"Detroit, MI","Columbus, OH",MI-OH,Industrial Parts,268.5,29,7,10,2.9,1,7.52,7.26,-0.26,0
SHP-01152,2023-10-29,outbound,CargoLink,"Chicago, IL","Minneapolis, MN",IL-MN,Apparel,121.7,17,2,2,-0.1,0,4.68,4.72,0.04,0
SHP-02053,2023-10-30,outbound,CargoLink,"Detroit, MI","Minneapolis, MN",MI-MN,Office Supplies,278.9,65,5,6,0.6,1,8.48,8.86,0.38,0
SHP-01583,2023-10-30,outbound,DirectMove,"Seattle, WA","Baltimore, MD",WA-MD,Consumer Goods,186.8,98,14,17,3.4,1,10.84,12.34,1.5,0
SHP-02244,2023-10-30,outbound,CargoLink,"Memphis, TN","Minneapolis, MN",TN-MN,Automotive,143.6,16,7,5,-2.0,0,5.68,5.9,0.22,0
SHP-02995,2023-10-30,outbound,RelayEx,"Houston, TX","Portland, OR",TX-OR,Food & Beverage,44.4,32,10,10,0.3,1,5.41,5.47,0.06,0
SHP-00728,2023-10-30,inbound,CargoLink,"Chicago, IL","San Antonio, TX",IL-TX,Electronics,88.4,42,7,10,3.0,1,6.2,6.74,0.54,0
SHP-02324,2023-10-30,inbound,FastFreight,"Los Angeles, CA","Minneapolis, MN",CA-MN,Automotive,87.2,139,5,4,-0.7,0,10.69,10.33,-0.36,0
SHP-01879,2023-10-30,outbound,CargoLink,"Atlanta, GA","Louisville, KY",GA-KY,Consumer Goods,170.3,11,5,7,1.9,1,5.11,5.61,0.5,0
SHP-00749,2023-10-31,outbound,RelayEx,"Phoenix, AZ","Tampa, FL",AZ-FL,Apparel,362.0,48,5,4,-0.9,0,9.37,9.0,-0.37,0
SHP-02832,2023-10-31,outbound,SwiftLog,"New York, NY","Nashville, TN",NY-TN,Apparel,67.7,16,2,1,-2.0,0,4.72,5.09,0.37,0
SHP-02661,2023-10-31,outbound,RelayEx,"Seattle, WA","Louisville, KY",WA-KY,Industrial Parts,61.8,28,3,3,0.5,1,4.77,4.74,-0.03,0
SHP-02977,2023-11-01,inbound,PrimeHaul,"Seattle, WA","Portland, OR",WA-OR,Pharmaceuticals,25.6,20,5,6,0.7,1,4.35,4.17,-0.18,0
SHP-02426,2023-11-01,inbound,SwiftLog,"Phoenix, AZ","Minneapolis, MN",AZ-MN,Industrial Parts,237.7,72,2,6,4.3,1,9.28,9.82,0.54,0
SHP-00920,2023-11-02,inbound,DirectMove,"New York, NY","Tampa, FL",NY-FL,Office Supplies,42.8,17,7,7,-0.1,0,4.29,4.66,0.37,0
SHP-00594,2023-11-02,outbound,PrimeHaul,"Miami, FL","Baltimore, MD",FL-MD,Consumer Goods,53.1,118,7,7,-0.3,0,9.79,9.53,-0.26,0
SHP-00732,2023-11-02,outbound,CargoLink,"Phoenix, AZ","Salt Lake City, UT",AZ-UT,Electronics,66.0,7,5,8,3.2,1,4.16,4.3,0.14,0
SHP-01420,2023-11-02,inbound,SwiftLog,"Dallas, TX","Kansas City, MO",TX-MO,Automotive,74.1,53,5,3,-1.5,0,6.63,6.66,0.03,0
SHP-02410,2023-11-02,outbound,NorthStar,"Atlanta, GA","Minneapolis, MN",GA-MN,Food & Beverage,14.9,40,5,8,3.4,1,5.33,5.37,0.04,0
SHP-00611,2023-11-03,outbound,FastFreight,"Chicago, IL","Nashville, TN",IL-TN,Consumer Goods,349.5,84,10,11,1.0,1,10.09,9.43,-0.66,0
SHP-00642,2023-11-03,outbound,RelayEx,"Seattle, WA","Kansas City, MO",WA-MO,Electronics,214.1,16,7,9,1.6,1,6.07,5.79,-0.28,0
SHP-00170,2023-11-03,inbound,SwiftLog,"Miami, FL","Salt Lake City, UT",FL-UT,Office Supplies,248.8,23,3,7,3.7,1,6.51,6.41,-0.1,0
SHP-01368,2023-11-03,outbound,PrimeHaul,"Phoenix, AZ","Louisville, KY",AZ-KY,Food & Beverage,254.5,29,5,7,2.4,1,7.6,8.14,0.54,0
SHP-02728,2023-11-03,outbound,RelayEx,"New York, NY","Louisville, KY",NY-KY,Electronics,18.7,98,10,11,1.4,1,7.98,7.46,-0.52,0
SHP-02440,2023-11-03,inbound,RelayEx,"Dallas, TX","Indianapolis, IN",TX-IN,Food & Beverage,37.2,26,5,7,2.1,1,4.2,4.53,0.33,0
SHP-02611,2023-11-03,inbound,NorthStar,"Phoenix, AZ","Portland, OR",AZ-OR,Electronics,183.2,27,3,4,1.0,1,6.84,7.52,0.68,0
SHP-01097,2023-11-04,outbound,RelayEx,"Detroit, MI","Nashville, TN",MI-TN,Apparel,77.5,29,3,5,1.8,1,5.16,5.05,-0.11,0
SHP-01743,2023-11-04,outbound,SwiftLog,"Houston, TX","Baltimore, MD",TX-MD,Apparel,61.7,33,5,5,0.0,0,4.71,4.87,0.16,0
SHP-00899,2023-11-04,inbound,NorthStar,"Miami, FL","Kansas City, MO",FL-MO,Consumer Goods,120.6,179,3,9,5.5,1,14.27,14.64,0.37,0
SHP-01904,2023-11-05,inbound,CargoLink,"Denver, CO","San Antonio, TX",CO-TX,Pharmaceuticals,83.1,184,10,15,4.9,1,11.88,12.1,0.22,0
SHP-00362,2023-11-05,outbound,NorthStar,"New York, NY","Tampa, FL",NY-FL,Office Supplies,26.5,9,14,17,3.1,1,3.45,3.58,0.13,0
SHP-00002,2023-11-05,outbound,SwiftLog,"New York, NY","Louisville, KY",NY-KY,Office Supplies,91.6,30,5,6,1.4,1,5.53,5.71,0.18,0
SHP-02082,2023-11-05,inbound,SwiftLog,"Denver, CO","Charlotte, NC",CO-NC,Office Supplies,38.6,92,5,8,3.3,1,7.35,7.84,0.49,0
SHP-01411,2023-11-06,inbound,SwiftLog,"Houston, TX","Baltimore, MD",TX-MD,Office Supplies,54.4,21,3,4,1.1,1,4.1,4.26,0.16,0
SHP-01686,2023-11-06,inbound,NorthStar,"Dallas, TX","Minneapolis, MN",TX-MN,Consumer Goods,19.4,34,10,14,3.7,1,4.41,4.75,0.34,0
SHP-02218,2023-11-06,outbound,PrimeHaul,"Phoenix, AZ","Minneapolis, MN",AZ-MN,Consumer Goods,133.9,45,5,7,2.1,1,6.87,7.16,0.29,0
SHP-00419,2023-11-06,inbound,SwiftLog,"Phoenix, AZ","Louisville, KY",AZ-KY,Pharmaceuticals,33.5,52,2,3,0.7,1,5.82,5.89,0.07,0
SHP-02211,2023-11-06,outbound,NorthStar,"Detroit, MI","Columbus, OH",MI-OH,Automotive,34.2,24,7,8,1.3,1,4.35,4.49,0.14,0
SHP-01556,2023-11-06,inbound,NorthStar,"Memphis, TN","Indianapolis, IN",TN-IN,Electronics,97.4,37,5,9,3.5,1,5.39,5.71,0.32,0
SHP-02512,2023-11-06,inbound,DirectMove,"Atlanta, GA","San Antonio, TX",GA-TX,Electronics,122.0,13,7,7,0.3,1,4.91,5.76,0.85,0
SHP-01278,2023-11-06,outbound,FastFreight,"Dallas, TX","Louisville, KY",TX-KY,Office Supplies,53.8,51,5,5,0.1,1,5.75,5.59,-0.16,0
SHP-01689,2023-11-07,outbound,RelayEx,"Detroit, MI","Baltimore, MD",MI-MD,Food & Beverage,45.3,201,7,8,0.7,1,13.99,14.08,0.09,0
SHP-00978,2023-11-07,inbound,PrimeHaul,"Denver, CO","Columbus, OH",CO-OH,Office Supplies,34.5,30,7,8,1.0,1,4.7,4.71,0.01,0
SHP-00133,2023-11-07,outbound,NorthStar,"Denver, CO","Portland, OR",CO-OR,Office Supplies,88.6,63,5,6,0.8,1,7.25,7.91,0.66,0
SHP-00861,2023-11-07,outbound,FastFreight,"Denver, CO","Portland, OR",CO-OR,Electronics,605.9,40,5,7,1.6,1,12.15,12.41,0.26,0
SHP-02181,2023-11-07,outbound,RelayEx,"Los Angeles, CA","Louisville, KY",CA-KY,Electronics,117.6,19,3,5,2.4,1,4.67,4.52,-0.15,0
SHP-02203,2023-11-07,outbound,PrimeHaul,"Atlanta, GA","Nashville, TN",GA-TN,Industrial Parts,67.1,19,5,8,3.4,1,4.39,4.58,0.19,0
SHP-00309,2023-11-07,inbound,PrimeHaul,"New York, NY","Nashville, TN",NY-TN,Electronics,104.9,56,7,10,2.8,1,6.48,6.63,0.15,0
SHP-02412,2023-11-07,inbound,FastFreight,"Detroit, MI","Kansas City, MO",MI-MO,Apparel,65.4,188,5,6,1.3,1,12.83,11.78,-1.05,0
SHP-01057,2023-11-07,outbound,SwiftLog,"Detroit, MI","Louisville, KY",MI-KY,Industrial Parts,213.1,43,10,14,3.8,1,7.98,8.9,0.92,0
SHP-02730,2023-11-08,outbound,PrimeHaul,"Denver, CO","San Antonio, TX",CO-TX,Automotive,102.6,15,3,3,-0.3,0,5.03,4.85,-0.18,0
SHP-02261,2023-11-09,inbound,CargoLink,"Los Angeles, CA","Minneapolis, MN",CA-MN,Consumer Goods,258.6,51,5,5,0.3,1,9.17,9.18,0.01,0
SHP-02168,2023-11-09,inbound,PrimeHaul,"Seattle, WA","Charlotte, NC",WA-NC,Automotive,375.4,60,3,4,1.0,1,10.55,10.84,0.29,0
SHP-00245,2023-11-09,outbound,DirectMove,"Phoenix, AZ","Portland, OR",AZ-OR,Food & Beverage,30.7,82,3,3,0.3,1,7.14,7.87,0.73,0
SHP-00783,2023-11-10,outbound,FastFreight,"Memphis, TN","Nashville, TN",TN-TN,Consumer Goods,26.6,15,5,6,0.9,1,4.12,4.2,0.08,0
SHP-00543,2023-11-10,inbound,FastFreight,"Seattle, WA","Minneapolis, MN",WA-MN,Apparel,319.0,33,7,9,2.1,1,7.89,7.73,-0.16,0
SHP-00557,2023-11-11,inbound,NorthStar,"Chicago, IL","Baltimore, MD",IL-MD,Industrial Parts,92.9,156,2,6,3.9,1,11.94,12.68,0.74,0
SHP-02129,2023-11-11,outbound,SwiftLog,"Memphis, TN","Kansas City, MO",TN-MO,Pharmaceuticals,33.0,110,3,5,1.5,1,9.54,9.54,0.0,0
SHP-02659,2023-11-12,outbound,RelayEx,"Phoenix, AZ","Kansas City, MO",AZ-MO,Office Supplies,54.5,30,2,2,0.1,1,4.95,4.99,0.04,0
SHP-02413,2023-11-12,inbound,SwiftLog,"Memphis, TN","Kansas City, MO",TN-MO,Apparel,70.4,123,7,10,3.0,1,8.98,9.15,0.17,0
SHP-01803,2023-11-12,outbound,DirectMove,"Houston, TX","Baltimore, MD",TX-MD,Automotive,50.7,80,5,9,3.9,1,7.92,8.76,0.84,0
SHP-02547,2023-11-12,inbound,PrimeHaul,"Denver, CO","San Antonio, TX",CO-TX,Apparel,90.1,27,5,5,0.0,0,5.22,5.38,0.16,0
SHP-00933,2023-11-13,inbound,SwiftLog,"Los Angeles, CA","Indianapolis, IN",CA-IN,Pharmaceuticals,131.4,17,5,6,1.2,1,5.5,5.9,0.4,0
SHP-00635,2023-11-13,outbound,FastFreight,"Los Angeles, CA","Charlotte, NC",CA-NC,Apparel,130.3,14,2,4,2.1,1,5.23,4.96,-0.27,0
SHP-00315,2023-11-13,inbound,DirectMove,"Detroit, MI","Louisville, KY",MI-KY,Electronics,322.7,32,5,4,-0.6,0,7.8,8.83,1.03,0
SHP-01630,2023-11-13,outbound,RelayEx,"Chicago, IL","Nashville, TN",IL-TN,Food & Beverage,234.0,176,7,8,1.3,1,14.22,14.27,0.05,0
SHP-01127,2023-11-13,outbound,CargoLink,"Chicago, IL","Portland, OR",IL-OR,Office Supplies,30.2,156,5,8,3.3,1,11.35,11.1,-0.25,0
SHP-01026,2023-11-13,outbound,PrimeHaul,"Detroit, MI","Nashville, TN",MI-TN,Industrial Parts,93.4,35,2,3,0.9,1,5.84,5.78,-0.06,0
SHP-01828,2023-11-13,outbound,NorthStar,"Atlanta, GA","Louisville, KY",GA-KY,Office Supplies,495.7,49,2,6,3.9,1,10.45,11.41,0.96,0
SHP-01526,2023-11-14,outbound,DirectMove,"Detroit, MI","Salt Lake City, UT",MI-UT,Industrial Parts,147.9,132,3,4,1.0,1,12.03,13.31,1.28,0
SHP-01414,2023-11-14,outbound,SwiftLog,"Seattle, WA","Tampa, FL",WA-FL,Industrial Parts,171.3,47,5,9,3.7,1,7.24,7.62,0.38,0
SHP-02931,2023-11-14,inbound,NorthStar,"Detroit, MI","Kansas City, MO",MI-MO,Electronics,57.6,51,5,7,1.7,1,5.63,5.44,-0.19,0
SHP-01506,2023-11-14,outbound,SwiftLog,"Detroit, MI","San Antonio, TX",MI-TX,Pharmaceuticals,167.1,17,7,8,0.7,1,5.44,5.47,0.03,0
SHP-01091,2023-11-14,outbound,CargoLink,"Memphis, TN","Nashville, TN",TN-TN,Office Supplies,71.9,31,2,2,0.3,1,5.15,5.37,0.22,0
SHP-00724,2023-11-14,outbound,CargoLink,"Seattle, WA","Portland, OR",WA-OR,Pharmaceuticals,166.7,51,2,6,3.8,1,6.97,7.38,0.41,0
SHP-01926,2023-11-14,outbound,RelayEx,"Miami, FL","Portland, OR",FL-OR,Food & Beverage,46.5,63,3,5,1.8,1,7.12,7.18,0.06,0
SHP-01322,2023-11-14,outbound,CargoLink,"Chicago, IL","Portland, OR",IL-OR,Electronics,149.3,28,7,8,1.0,1,6.0,5.98,-0.02,0
SHP-01335,2023-11-15,outbound,RelayEx,"Miami, FL","Salt Lake City, UT",FL-UT,Pharmaceuticals,31.7,50,5,8,2.7,1,6.03,6.05,0.02,0
SHP-00671,2023-11-15,outbound,DirectMove,"Miami, FL","Kansas City, MO",FL-MO,Automotive,17.2,109,5,4,-1.2,0,8.11,9.28,1.17,0
SHP-02394,2023-11-15,outbound,NorthStar,"Atlanta, GA","Kansas City, MO",GA-MO,Apparel,76.1,26,5,7,1.5,1,4.81,5.03,0.22,0
SHP-02344,2023-11-15,inbound,SwiftLog,"Denver, CO","Indianapolis, IN",CO-IN,Industrial Parts,161.1,106,3,5,2.4,1,9.43,9.43,0.0,0
SHP-01850,2023-11-15,outbound,SwiftLog,"Denver, CO","Baltimore, MD",CO-MD,Industrial Parts,115.7,29,3,6,2.9,1,5.91,5.98,0.07,0
SHP-00737,2023-11-15,outbound,CargoLink,"Chicago, IL","Salt Lake City, UT",IL-UT,Pharmaceuticals,56.0,48,2,5,3.3,1,6.29,6.33,0.04,0
SHP-01737,2023-11-15,inbound,FastFreight,"Houston, TX","Indianapolis, IN",TX-IN,Consumer Goods,44.4,73,14,14,0.4,1,6.31,6.28,-0.03,0
SHP-01845,2023-11-15,inbound,FastFreight,"Atlanta, GA","Indianapolis, IN",GA-IN,Office Supplies,24.0,70,5,7,1.8,1,6.23,5.93,-0.3,0
SHP-01727,2023-11-16,outbound,CargoLink,"Phoenix, AZ","Portland, OR",AZ-OR,Office Supplies,172.5,54,3,6,3.3,1,7.05,7.68,0.63,0
SHP-01224,2023-11-16,inbound,FastFreight,"Memphis, TN","Salt Lake City, UT",TN-UT,Consumer Goods,201.2,706,3,4,1.2,1,37.5,37.84,0.34,0
SHP-00729,2023-11-16,inbound,RelayEx,"Detroit, MI","Salt Lake City, UT",MI-UT,Office Supplies,168.7,10,5,5,-0.4,0,4.96,5.17,0.21,0
SHP-01197,2023-11-17,inbound,NorthStar,"Phoenix, AZ","Indianapolis, IN",AZ-IN,Electronics,67.8,36,3,7,3.6,1,5.72,6.16,0.44,0
SHP-02001,2023-11-17,outbound,DirectMove,"Miami, FL","Louisville, KY",FL-KY,Office Supplies,168.5,9,10,11,0.7,1,5.73,6.64,0.91,1
SHP-00573,2023-11-17,inbound,PrimeHaul,"Detroit, MI","Columbus, OH",MI-OH,Pharmaceuticals,52.0,134,5,6,1.1,1,9.62,9.46,-0.16,0
SHP-00735,2023-11-17,inbound,CargoLink,"Atlanta, GA","Columbus, OH",GA-OH,Electronics,203.8,152,7,7,0.2,1,13.51,13.78,0.27,0
SHP-01565,2023-11-17,outbound,FastFreight,"Houston, TX","San Antonio, TX",TX-TX,Automotive,107.4,84,7,8,0.8,1,7.54,7.67,0.13,0
SHP-00300,2023-11-17,outbound,RelayEx,"Houston, TX","Baltimore, MD",TX-MD,Automotive,116.7,29,3,5,2.4,1,6.14,6.78,0.64,0
SHP-00210,2023-11-17,outbound,NorthStar,"Dallas, TX","Nashville, TN",TX-TN,Food & Beverage,267.3,13,3,5,2.2,1,6.59,7.25,0.66,0
SHP-02634,2023-11-18,outbound,NorthStar,"New York, NY","Tampa, FL",NY-FL,Office Supplies,42.7,75,3,9,5.7,1,7.53,8.29,0.76,0
SHP-00408,2023-11-18,outbound,NorthStar,"Houston, TX","Louisville, KY",TX-KY,Industrial Parts,57.0,53,10,12,1.6,1,6.52,6.71,0.19,0
SHP-01836,2023-11-19,outbound,FastFreight,"Atlanta, GA","Charlotte, NC",GA-NC,Pharmaceuticals,93.5,395,2,3,0.6,1,24.95,23.24,-1.71,0
SHP-02115,2023-11-19,inbound,NorthStar,"Phoenix, AZ","Nashville, TN",AZ-TN,Food & Beverage,155.6,225,2,4,1.5,1,17.25,19.59,2.34,0
SHP-01830,2023-11-19,inbound,CargoLink,"Dallas, TX","Minneapolis, MN",TX-MN,Pharmaceuticals,59.2,143,3,6,3.3,1,10.85,11.58,0.73,0
SHP-02280,2023-11-19,inbound,SwiftLog,"Houston, TX","Louisville, KY",TX-KY,Consumer Goods,42.6,22,7,9,2.5,1,4.0,4.23,0.23,0
SHP-01003,2023-11-20,outbound,NorthStar,"Chicago, IL","Louisville, KY",IL-KY,Office Supplies,112.7,24,3,5,2.3,1,4.91,5.41,0.5,0
SHP-01107,2023-11-20,outbound,NorthStar,"Los Angeles, CA","Louisville, KY",CA-KY,Consumer Goods,55.3,118,5,8,3.4,1,9.83,10.42,0.59,0
SHP-00452,2023-11-22,outbound,PrimeHaul,"New York, NY","Charlotte, NC",NY-NC,Apparel,110.4,91,5,6,1.4,1,9.13,9.01,-0.12,0
SHP-02791,2023-11-22,inbound,DirectMove,"New York, NY","Minneapolis, MN",NY-MN,Consumer Goods,63.1,30,7,10,2.8,1,4.78,5.31,0.53,0
SHP-02494,2023-11-23,inbound,SwiftLog,"Memphis, TN","Kansas City, MO",TN-MO,Electronics,30.9,10,3,5,2.1,1,3.9,4.09,0.19,0
SHP-00037,2023-11-23,outbound,SwiftLog,"Atlanta, GA","Charlotte, NC",GA-NC,Industrial Parts,17.6,183,10,12,1.8,1,10.97,10.97,0.0,0
SHP-02123,2023-11-23,outbound,SwiftLog,"Seattle, WA","Indianapolis, IN",WA-IN,Electronics,213.9,15,14,16,1.8,1,6.64,6.87,0.23,0
SHP-02654,2023-11-23,outbound,CargoLink,"Denver, CO","Charlotte, NC",CO-NC,Automotive,142.6,89,3,7,4.0,1,8.95,8.9,-0.05,0
SHP-00070,2023-11-23,outbound,CargoLink,"Seattle, WA","Indianapolis, IN",WA-IN,Food & Beverage,57.2,123,5,5,-0.3,0,10.29,11.41,1.12,0
SHP-01736,2023-11-23,inbound,DirectMove,"Chicago, IL","Louisville, KY",IL-KY,Automotive,88.5,23,3,3,-0.0,0,4.69,5.12,0.43,0
SHP-02126,2023-11-23,outbound,RelayEx,"Los Angeles, CA","Salt Lake City, UT",CA-UT,Pharmaceuticals,59.2,84,3,6,3.1,1,8.19,8.32,0.13,0
SHP-01342,2023-11-23,inbound,DirectMove,"New York, NY","Charlotte, NC",NY-NC,Automotive,254.0,23,10,16,6.1,1,6.85,7.59,0.74,0
SHP-01428,2023-11-23,outbound,PrimeHaul,"Atlanta, GA","Tampa, FL",GA-FL,Apparel,146.1,20,3,4,0.9,1,5.55,5.63,0.08,0
SHP-02824,2023-11-23,outbound,DirectMove,"Dallas, TX","Louisville, KY",TX-KY,Automotive,793.0,69,7,11,3.8,1,17.07,18.71,1.64,0
SHP-00378,2023-11-24,outbound,NorthStar,"Detroit, MI","Portland, OR",MI-OR,Electronics,92.5,52,2,6,4.5,1,6.69,7.49,0.8,0
SHP-01947,2023-11-24,outbound,NorthStar,"Atlanta, GA","San Antonio, TX",GA-TX,Office Supplies,63.7,66,7,11,3.6,1,6.87,7.54,0.67,0
SHP-00843,2023-11-24,inbound,DirectMove,"Atlanta, GA","Charlotte, NC",GA-NC,Automotive,74.8,45,3,6,3.3,1,6.52,7.83,1.31,0
SHP-01491,2023-11-24,outbound,RelayEx,"Memphis, TN","Salt Lake City, UT",TN-UT,Office Supplies,48.6,33,7,11,4.5,1,5.07,5.21,0.14,0
SHP-02546,2023-11-25,outbound,CargoLink,"Houston, TX","Columbus, OH",TX-OH,Automotive,96.5,36,2,3,0.6,1,5.78,5.62,-0.16,0
SHP-01733,2023-11-25,inbound,PrimeHaul,"Houston, TX","Salt Lake City, UT",TX-UT,Electronics,83.1,118,7,8,0.8,1,9.12,9.42,0.3,0
SHP-01036,2023-11-25,inbound,RelayEx,"Atlanta, GA","Salt Lake City, UT",GA-UT,Office Supplies,35.2,33,3,6,2.6,1,4.77,4.96,0.19,0
SHP-00781,2023-11-25,outbound,FastFreight,"Seattle, WA","Indianapolis, IN",WA-IN,Pharmaceuticals,59.0,16,3,2,-0.7,0,3.97,3.83,-0.14,0
SHP-02231,2023-11-25,outbound,FastFreight,"Dallas, TX","Minneapolis, MN",TX-MN,Pharmaceuticals,48.5,18,5,7,1.9,1,4.45,4.36,-0.09,0
SHP-00820,2023-11-25,outbound,PrimeHaul,"Memphis, TN","Kansas City, MO",TN-MO,Office Supplies,168.2,110,5,6,0.9,1,10.58,10.68,0.1,0
SHP-00967,2023-11-25,outbound,FastFreight,"Atlanta, GA","Indianapolis, IN",GA-IN,Automotive,32.7,321,7,8,1.1,1,21.16,20.32,-0.84,0
SHP-01267,2023-11-26,inbound,PrimeHaul,"Phoenix, AZ","San Antonio, TX",AZ-TX,Office Supplies,90.1,58,3,6,2.9,1,6.13,6.17,0.04,0
SHP-01838,2023-11-26,outbound,FastFreight,"Dallas, TX","Columbus, OH",TX-OH,Apparel,79.9,19,3,5,2.0,1,5.1,5.09,-0.01,0
SHP-00559,2023-11-26,outbound,RelayEx,"Houston, TX","Charlotte, NC",TX-NC,Food & Beverage,34.0,108,5,9,3.5,1,9.03,9.54,0.51,0
SHP-00563,2023-11-26,inbound,PrimeHaul,"Miami, FL","Baltimore, MD",FL-MD,Consumer Goods,57.0,15,3,2,-1.3,0,4.57,4.76,0.19,0
SHP-02790,2023-11-26,outbound,SwiftLog,"Seattle, WA","San Antonio, TX",WA-TX,Consumer Goods,210.9,80,3,5,1.8,1,9.77,10.42,0.65,0
SHP-00010,2023-11-27,inbound,DirectMove,"Memphis, TN","Minneapolis, MN",TN-MN,Automotive,73.2,67,5,7,1.6,1,7.08,7.79,0.71,0
SHP-01752,2023-11-27,inbound,SwiftLog,"Atlanta, GA","San Antonio, TX",GA-TX,Consumer Goods,68.8,49,7,9,2.2,1,6.45,6.93,0.48,0
SHP-00093,2023-11-28,inbound,DirectMove,"Phoenix, AZ","Minneapolis, MN",AZ-MN,Pharmaceuticals,43.6,107,3,7,3.9,1,9.47,10.37,0.9,0
SHP-00959,2023-11-28,outbound,SwiftLog,"Denver, CO","Portland, OR",CO-OR,Automotive,26.6,413,14,18,4.5,1,22.97,24.52,1.55,0
SHP-02007,2023-11-28,inbound,DirectMove,"Detroit, MI","Salt Lake City, UT",MI-UT,Automotive,373.9,10,7,11,4.5,1,7.96,8.8,0.84,0
SHP-02939,2023-11-29,inbound,DirectMove,"Phoenix, AZ","Indianapolis, IN",AZ-IN,Electronics,66.1,27,10,13,2.8,1,4.49,5.09,0.6,0
SHP-00324,2023-11-29,outbound,NorthStar,"Los Angeles, CA","San Antonio, TX",CA-TX,Food & Beverage,628.5,144,7,9,2.3,1,16.47,16.73,0.26,0
SHP-02612,2023-11-29,inbound,CargoLink,"Detroit, MI","Nashville, TN",MI-TN,Apparel,114.8,59,14,15,0.9,1,7.51,7.86,0.35,0
SHP-00189,2023-11-29,outbound,CargoLink,"Chicago, IL","Salt Lake City, UT",IL-UT,Industrial Parts,143.1,61,7,10,3.3,1,7.26,7.28,0.02,0
SHP-00717,2023-11-30,outbound,NorthStar,"Miami, FL","Indianapolis, IN",FL-IN,Industrial Parts,283.4,24,5,6,1.2,1,7.85,8.42,0.57,0
