shipment_id,date,direction,carrier,origin,destination,lane_id,sku_category,weight_kg,quantity,promised_lead_days,actual_lead_days,delay_days,is_delayed,freight_cost_usd,invoiced_cost_usd,cost_variance_usd,damage_flag,month,day_of_week,is_weekend,is_nov_dec,quarter,weight_bucket,cost_per_kg,delay_ratio,rolling_avg_delay,rolling_on_time_rate,rolling_damage_rate,rolling_cost_variance,lane_avg_delay,lane_delay_rate,lane_risk_numeric,pred_is_delayed,pred_delay_proba,pred_cost_variance,in_test_set
SHP-02260,2023-10-10,outbound,DirectMove,"Memphis, TN","Kansas City, MO",TN-MO,Electronics,40.1,27,3,4,1.4,1,4.57,5.1,0.53,0,10,1,0,0,4,0,0.114,1.3333,3.0047619047619043,0.1904761904761904,0.0,0.800952380952381,1.511,0.7778,1,1,0.9032,0.5309,0
SHP-00827,2023-10-10,outbound,FastFreight,"Miami, FL","Columbus, OH",FL-OH,Electronics,53.3,28,14,14,-0.2,0,4.68,4.59,-0.09,0,10,1,0,0,4,0,0.0878,1.0,-0.1058823529411764,0.5882352941176471,0.0,-0.2517647058823529,0.257,0.4286,0,0,0.2106,-0.1135,0
SHP-02431,2023-10-11,outbound,RelayEx,"Detroit, MI","Portland, OR",MI-OR,Apparel,71.3,20,5,8,2.8,1,4.63,4.97,0.34,0,10,2,0,0,4,1,0.0649,1.6,0.7541666666666665,0.25,0.0,0.3516666666666666,1.1,0.7647,1,1,0.7554,0.1812,0
SHP-00145,2023-10-11,outbound,RelayEx,"Phoenix, AZ","Baltimore, MD",AZ-MD,Consumer Goods,255.0,182,2,1,-1.0,0,15.67,16.18,0.51,0,10,2,0,0,4,2,0.0615,0.5,0.7541666666666665,0.25,0.0,0.3516666666666666,0.494,0.5556,0,1,0.5162,0.4016,0
SHP-02210,2023-10-12,inbound,SwiftLog,"Los Angeles, CA","Louisville, KY",CA-KY,Apparel,35.2,87,5,4,-1.4,0,7.52,7.89,0.37,0,10,3,0,0,4,0,0.2136,0.8,0.7047619047619047,0.2857142857142857,0.0,0.1538095238095237,1.136043259557344,0.7176125922199866,1,1,0.6144,0.3298,0
SHP-02226,2023-10-12,outbound,FastFreight,"Houston, TX","Columbus, OH",TX-OH,Automotive,70.3,48,5,5,0.0,0,6.5,6.39,-0.11,0,10,3,0,0,4,1,0.0925,1.0,-0.15,0.6875,0.0,-0.19875,0.8225,0.71665,1,0,0.3932,-0.1047,0
SHP-02514,2023-10-12,inbound,NorthStar,"Phoenix, AZ","Salt Lake City, UT",AZ-UT,Apparel,920.7,19,2,4,1.8,1,15.69,16.88,1.19,0,10,3,0,0,4,2,0.017,2.0,1.2166666666666666,0.3333333333333333,0.0833333333333333,0.3883333333333333,1.45,0.8571,2,1,0.8113,0.9525,0
SHP-02089,2023-10-12,outbound,SwiftLog,"Houston, TX","Indianapolis, IN",TX-IN,Industrial Parts,68.4,64,3,4,1.3,1,6.64,6.89,0.25,0,10,3,0,0,4,1,0.0971,1.3333,0.7047619047619047,0.2857142857142857,0.0,0.1538095238095237,1.3835000000000002,0.66665,1,1,0.5894,0.2258,0
SHP-00181,2023-10-13,inbound,FastFreight,"Phoenix, AZ","Kansas City, MO",AZ-MO,Electronics,163.4,20,5,5,-0.2,0,5.58,5.65,0.07,0,10,4,0,0,4,2,0.0341,1.0,-0.1411764705882353,0.7058823529411764,0.0,-0.1935294117647059,1.0,0.75,1,0,0.4067,-0.1222,0
SHP-00822,2023-10-13,outbound,NorthStar,"Chicago, IL","Tampa, FL",IL-FL,Electronics,115.7,11,7,6,-1.4,0,4.27,4.63,0.36,0,10,4,0,0,4,1,0.0369,0.8571,1.2615384615384615,0.3076923076923077,0.0769230769230769,0.4499999999999999,1.54,0.7,1,1,0.6949,0.2866,0
SHP-00786,2023-10-13,outbound,NorthStar,"Miami, FL","Salt Lake City, UT",FL-UT,Food & Beverage,73.3,42,7,10,3.1,1,6.14,6.67,0.53,0,10,4,0,0,4,1,0.0838,1.4286,1.2615384615384615,0.3076923076923077,0.0769230769230769,0.4499999999999999,1.255,0.8182,2,1,0.7721,0.3301,0
SHP-01504,2023-10-13,inbound,FastFreight,"Memphis, TN","Portland, OR",TN-OR,Food & Beverage,175.2,295,7,5,-1.6,0,18.64,18.61,-0.03,0,10,4,0,0,4,2,0.1064,0.7143,-0.1411764705882353,0.7058823529411764,0.0,-0.1935294117647059,0.718,0.6364,0,0,0.3177,-0.1741,0
SHP-00872,2023-10-14,outbound,DirectMove,"Detroit, MI","Columbus, OH",MI-OH,Apparel,85.7,106,10,13,2.8,1,8.91,10.39,1.48,0,10,5,1,0,4,1,0.104,1.3,2.8,0.1764705882352941,0.0,0.7141176470588234,2.19,0.8,1,1,0.9082,1.021,0
SHP-00628,2023-10-15,outbound,NorthStar,"Phoenix, AZ","Baltimore, MD",AZ-MD,Apparel,745.2,76,7,12,5.2,1,15.49,16.79,1.3,0,10,6,1,0,4,2,0.0208,1.7143,0.9076923076923078,0.3846153846153846,0.0,0.4876923076923077,0.494,0.5556,0,1,0.6384,0.8847,0
SHP-02621,2023-10-15,inbound,FastFreight,"Detroit, MI","Kansas City, MO",MI-MO,Industrial Parts,785.8,90,2,1,-0.8,0,18.34,17.96,-0.38,0,10,6,1,0,4,2,0.0233,0.5,-0.2210526315789473,0.736842105263158,0.0,-0.1710526315789473,1.692,0.9231,2,0,0.4827,-0.108,0
SHP-00809,2023-10-15,inbound,SwiftLog,"Seattle, WA","Minneapolis, MN",WA-MN,Industrial Parts,280.4,21,5,8,3.3,1,7.02,6.76,-0.26,0,10,6,1,0,4,2,0.025,1.6,0.6190476190476191,0.3333333333333333,0.0,0.1657142857142857,1.73,0.8,1,1,0.748,0.2262,0
SHP-01535,2023-10-15,outbound,DirectMove,"Chicago, IL","Baltimore, MD",IL-MD,Consumer Goods,116.5,29,5,8,3.3,1,5.51,6.32,0.81,0,10,6,1,0,4,1,0.0473,1.6,2.835294117647059,0.1764705882352941,0.0,0.7582352941176471,1.227,0.7333,1,1,0.8941,0.6461,0
SHP-00499,2023-10-15,inbound,PrimeHaul,"Atlanta, GA","Minneapolis, MN",GA-MN,Apparel,107.7,26,3,2,-1.2,0,5.63,5.67,0.04,0,10,6,1,0,4,1,0.0523,0.6667,0.43,0.4499999999999999,0.0,0.0479999999999999,0.867,0.5556,0,0,0.4617,0.0548,0
SHP-02801,2023-10-15,outbound,SwiftLog,"Chicago, IL","San Antonio, TX",IL-TX,Industrial Parts,16.5,44,5,4,-1.0,0,5.19,5.33,0.14,0,10,6,1,0,4,0,0.3145,0.8,0.6190476190476191,0.3333333333333333,0.0,0.1657142857142857,0.712,0.625,0,0,0.4243,0.2127,0
SHP-00979,2023-10-15,inbound,CargoLink,"Dallas, TX","Kansas City, MO",TX-MO,Industrial Parts,60.0,109,3,7,4.0,1,9.86,10.5,0.64,0,10,6,1,0,4,0,0.1643,2.3333,0.7562500000000001,0.3125,0.0,0.35875,1.881,0.75695,1,1,0.7312,0.534,0
SHP-00636,2023-10-15,outbound,PrimeHaul,"Denver, CO","Portland, OR",CO-OR,Consumer Goods,225.2,40,3,4,0.9,1,7.88,8.38,0.5,0,10,6,1,0,4,2,0.035,1.3333,0.43,0.4499999999999999,0.0,0.0479999999999999,0.821,0.6429,0,1,0.5919,0.0554,0
SHP-01993,2023-10-15,inbound,DirectMove,"Seattle, WA","Baltimore, MD",WA-MD,Industrial Parts,132.1,18,7,9,1.5,1,4.93,5.27,0.34,0,10,6,1,0,4,2,0.0373,1.2857,2.835294117647059,0.1764705882352941,0.0,0.7582352941176471,1.833,0.8889,2,1,0.9065,0.5847,0
SHP-02614,2023-10-15,inbound,SwiftLog,"Los Angeles, CA","Columbus, OH",CA-OH,Industrial Parts,49.7,191,3,4,1.3,1,12.05,12.72,0.67,0,10,6,1,0,4,0,0.2425,1.3333,0.6190476190476191,0.3333333333333333,0.0,0.1657142857142857,1.375,0.875,2,1,0.7864,0.4186,0
SHP-00137,2023-10-16,outbound,NorthStar,"Chicago, IL","Charlotte, NC",IL-NC,Consumer Goods,90.8,13,5,5,0.3,1,4.15,4.23,0.08,1,10,0,0,0,4,1,0.0457,1.0,1.2142857142857142,0.3571428571428571,0.0,0.5457142857142857,0.786,0.8571,2,1,0.8721,0.3245,0
SHP-01339,2023-10-16,inbound,SwiftLog,"Denver, CO","Salt Lake City, UT",CO-UT,Apparel,246.7,26,5,7,1.6,1,6.39,6.84,0.45,0,10,0,0,0,4,2,0.0259,1.4,0.6090909090909091,0.3636363636363636,0.0,0.1731818181818181,1.345,0.6364,0,1,0.6167,0.2272,0
SHP-02984,2023-10-16,outbound,RelayEx,"Houston, TX","Nashville, TN",TX-TN,Automotive,65.5,118,2,4,2.0,1,9.1,9.6,0.5,0,10,0,0,0,4,1,0.1389,2.0,0.7954545454545454,0.2727272727272727,0.0,0.3518181818181818,0.901,0.59165,0,1,0.533,0.3076,0
SHP-01201,2023-10-17,inbound,NorthStar,"Miami, FL","Charlotte, NC",FL-NC,Office Supplies,85.6,231,5,3,-1.6,0,16.76,17.29,0.53,0,10,1,0,0,4,1,0.1958,0.6,1.042857142857143,0.3571428571428571,0.0714285714285714,0.4828571428571428,1.4,0.5882,0,1,0.5671,0.9109,0
SHP-02979,2023-10-17,outbound,NorthStar,"Atlanta, GA","Louisville, KY",GA-KY,Industrial Parts,103.0,87,5,6,0.8,1,9.0,9.35,0.35,0,10,1,0,0,4,1,0.0874,1.2,1.042857142857143,0.3571428571428571,0.0714285714285714,0.4828571428571428,1.665,0.75,1,1,0.7121,0.4667,0
SHP-01566,2023-10-17,inbound,SwiftLog,"Houston, TX","Portland, OR",TX-OR,Automotive,207.3,126,2,3,1.0,1,11.34,12.2,0.86,0,10,1,0,0,4,2,0.0547,1.5,0.6521739130434783,0.3478260869565217,0.0,0.1852173913043478,0.496,0.63335,0,1,0.5887,0.429,0
SHP-02989,2023-10-17,outbound,RelayEx,"Houston, TX","Louisville, KY",TX-KY,Consumer Goods,72.0,32,7,6,-0.7,0,5.35,5.4,0.05,0,10,1,0,0,4,1,0.0743,0.8571,0.8727272727272726,0.2727272727272727,0.0,0.3772727272727273,0.6535,0.56665,0,1,0.5676,0.1979,0
SHP-01619,2023-10-18,inbound,FastFreight,"Memphis, TN","Columbus, OH",TN-OH,Pharmaceuticals,52.4,28,5,5,0.1,1,5.16,4.88,-0.28,0,10,2,0,0,4,0,0.0985,1.0,-0.1764705882352941,0.7058823529411764,0.0,-0.1999999999999999,1.136043259557344,0.7176125922199866,1,0,0.4283,-0.1267,0
SHP-01822,2023-10-18,outbound,RelayEx,"Seattle, WA","Minneapolis, MN",WA-MN,Industrial Parts,71.1,20,3,3,0.1,1,5.04,4.83,-0.21,0,10,2,0,0,4,1,0.0709,1.0,0.8043478260869563,0.3043478260869565,0.0,0.3630434782608695,1.263,0.875,2,1,0.8605,0.1812,0
SHP-02502,2023-10-18,outbound,PrimeHaul,"Los Angeles, CA","Kansas City, MO",CA-MO,Consumer Goods,395.8,71,5,5,0.5,1,11.3,11.57,0.27,0,10,2,0,0,4,2,0.0285,1.0,0.48125,0.3125,0.0,0.0662499999999999,0.271,0.7143,1,1,0.6787,0.0404,0
SHP-02521,2023-10-18,outbound,PrimeHaul,"Memphis, TN","Portland, OR",TN-OR,Electronics,119.4,13,3,3,0.1,1,4.9,4.98,0.08,0,10,2,0,0,4,1,0.041,1.0,0.48125,0.3125,0.0,0.0662499999999999,0.125,0.5833,0,0,0.4949,0.0592,0
SHP-00320,2023-10-18,outbound,SwiftLog,"New York, NY","Portland, OR",NY-OR,Food & Beverage,295.4,35,14,14,0.4,1,7.98,7.86,-0.12,0,10,2,0,0,4,2,0.027,1.0,0.6666666666666666,0.3333333333333333,0.0,0.2133333333333333,0.291,0.5455,0,1,0.5242,0.2652,0
SHP-01692,2023-10-18,inbound,DirectMove,"New York, NY","Baltimore, MD",NY-MD,Office Supplies,130.6,25,2,9,6.8,1,5.27,5.88,0.61,0,10,2,0,0,4,2,0.0404,4.5,2.783333333333333,0.1666666666666666,0.0,0.7416666666666667,2.623,0.8462,2,1,0.9251,0.6153,0
SHP-01462,2023-10-19,outbound,NorthStar,"Houston, TX","Minneapolis, MN",TX-MN,Food & Beverage,502.8,18,3,1,-1.6,0,10.14,10.67,0.53,0,10,3,0,0,4,2,0.0202,0.3333,0.8625,0.375,0.0625,0.4775,0.652,0.6182,0,1,0.6066,0.5809,0
SHP-02125,2023-10-19,outbound,RelayEx,"New York, NY","Columbus, OH",NY-OH,Industrial Parts,376.6,29,3,3,0.5,1,9.55,10.3,0.75,0,10,3,0,0,4,2,0.0254,1.0,0.8739130434782608,0.2608695652173913,0.0,0.3373913043478261,1.06,0.7,1,1,0.714,0.2917,0
SHP-00350,2023-10-19,outbound,PrimeHaul,"Detroit, MI","Baltimore, MD",MI-MD,Office Supplies,76.4,92,3,3,0.1,1,8.2,8.26,0.06,0,10,3,0,0,4,1,0.1073,1.0,0.4611111111111111,0.2777777777777778,0.0,0.0783333333333333,0.227,0.5455,0,0,0.4359,0.0532,0
SHP-00471,2023-10-19,inbound,RelayEx,"Los Angeles, CA","Minneapolis, MN",CA-MN,Apparel,436.3,64,7,6,-0.9,0,10.2,10.82,0.62,0,10,3,0,0,4,2,0.0234,0.8571,0.8739130434782608,0.2608695652173913,0.0,0.3373913043478261,1.844,0.6667,1,1,0.6462,0.2883,0
SHP-00661,2023-10-19,outbound,SwiftLog,"Houston, TX","Columbus, OH",TX-OH,Automotive,482.5,12,14,16,1.9,1,8.42,8.78,0.36,0,10,3,0,0,4,2,0.0175,1.1429,0.7458333333333332,0.2916666666666666,0.0,0.2041666666666667,0.8225,0.71665,1,1,0.7132,0.3753,0
SHP-01311,2023-10-20,inbound,CargoLink,"Chicago, IL","Charlotte, NC",IL-NC,Automotive,160.4,19,5,5,-0.1,0,5.69,5.98,0.29,0,10,4,0,0,4,2,0.0355,1.0,1.2000000000000002,0.2307692307692307,0.0,0.3823076923076923,2.013,0.75,1,1,0.7132,0.2607,0
SHP-02537,2023-10-20,inbound,RelayEx,"Detroit, MI","Minneapolis, MN",MI-MN,Apparel,139.0,27,2,1,-0.7,0,6.37,6.38,0.01,0,10,4,0,0,4,2,0.0458,0.5,0.7879999999999998,0.28,0.0,0.3651999999999999,1.585,0.7692,1,1,0.7736,0.1728,0
SHP-00326,2023-10-20,outbound,DirectMove,"Atlanta, GA","Kansas City, MO",GA-MO,Food & Beverage,53.5,25,3,5,2.4,1,4.91,5.67,0.76,0,10,4,0,0,4,0,0.0918,1.6667,2.9166666666666665,0.1666666666666666,0.0,0.7394444444444443,1.215,0.7692,1,1,0.8962,0.5922,0
SHP-00731,2023-10-20,outbound,FastFreight,"New York, NY","Baltimore, MD",NY-MD,Electronics,65.0,108,3,4,1.0,1,8.27,7.92,-0.35,0,10,4,0,0,4,0,0.1272,1.3333,-0.1235294117647058,0.6470588235294117,0.0,-0.1994117647058823,1.729,0.8571,2,1,0.6279,-0.2041,0
SHP-00763,2023-10-21,outbound,FastFreight,"Denver, CO","San Antonio, TX",CO-TX,Industrial Parts,78.5,428,7,7,-0.4,0,23.88,23.85,-0.03,0,10,5,1,0,4,1,0.3042,1.0,-0.0611111111111111,0.6111111111111112,0.0,-0.2077777777777777,0.892,0.6923,1,0,0.3695,-0.1518,0
SHP-00307,2023-10-21,outbound,RelayEx,"Miami, FL","Kansas City, MO",FL-MO,Automotive,34.2,36,3,5,1.5,1,4.85,5.02,0.17,0,10,5,1,0,4,0,0.1418,1.6667,0.716,0.3199999999999999,0.0,0.3532,-0.125,0.375,0,0,0.4212,0.1801,0
SHP-02173,2023-10-22,outbound,CargoLink,"Phoenix, AZ","Minneapolis, MN",AZ-MN,Office Supplies,87.5,17,5,5,0.4,1,4.26,4.39,0.13,0,10,6,1,0,4,1,0.0487,1.0,1.176923076923077,0.3076923076923077,0.0,0.3492307692307692,1.15,0.75,1,1,0.7273,0.2653,0
SHP-00632,2023-10-23,inbound,CargoLink,"Los Angeles, CA","Salt Lake City, UT",CA-UT,Consumer Goods,79.0,20,10,14,3.8,1,4.41,5.08,0.67,1,10,0,0,0,4,1,0.0558,1.4,1.1214285714285714,0.2857142857142857,0.0,0.3335714285714286,0.808,0.5,0,1,0.5641,0.2794,0
SHP-01149,2023-10-23,outbound,NorthStar,"New York, NY","Portland, OR",NY-OR,Automotive,179.1,79,14,15,1.2,1,9.24,9.87,0.63,0,10,0,0,0,4,2,0.0516,1.0714,0.4933333333333333,0.4666666666666667,0.0666666666666666,0.4946666666666666,0.291,0.5455,0,1,0.5308,0.4755,0
SHP-01784,2023-10-23,outbound,PrimeHaul,"Miami, FL","Kansas City, MO",FL-MO,Electronics,124.2,73,3,1,-2.7,0,8.3,8.06,-0.24,0,10,0,0,0,4,1,0.0668,0.3333,0.5833333333333334,0.2222222222222222,0.0,0.0733333333333333,-0.125,0.375,0,0,0.2664,-0.002,0
SHP-01129,2023-10-23,inbound,SwiftLog,"Seattle, WA","Columbus, OH",WA-OH,Industrial Parts,71.3,68,3,3,-0.2,0,6.5,6.44,-0.06,0,10,0,0,0,4,1,0.0912,1.0,0.7791666666666667,0.2916666666666666,0.0,0.1883333333333333,0.6,0.5,0,0,0.4341,0.2434,0
SHP-02046,2023-10-23,outbound,SwiftLog,"Detroit, MI","Nashville, TN",MI-TN,Electronics,79.2,27,14,15,0.8,1,4.6,4.61,0.01,0,10,0,0,0,4,1,0.0581,1.0714,0.7791666666666667,0.2916666666666666,0.0,0.1883333333333333,0.967,0.7778,1,1,0.7595,0.2116,0
SHP-00255,2023-10-23,inbound,RelayEx,"Houston, TX","San Antonio, TX",TX-TX,Electronics,56.6,55,14,15,1.3,1,6.63,6.95,0.32,0,10,0,0,0,4,0,0.1171,1.0714,0.7461538461538461,0.3076923076923077,0.0,0.3461538461538462,0.8644999999999999,0.64585,0,1,0.6741,0.2206,0
SHP-01757,2023-10-24,outbound,SwiftLog,"New York, NY","San Antonio, TX",NY-TX,Electronics,56.9,10,10,11,1.2,1,3.95,4.07,0.12,0,10,1,0,0,4,0,0.0694,1.1,0.716,0.3199999999999999,0.0,0.1791999999999999,0.55,0.6429,0,1,0.68,0.2147,0
SHP-01753,2023-10-25,inbound,RelayEx,"Denver, CO","Charlotte, NC",CO-NC,Electronics,82.6,59,14,14,-0.5,0,6.95,7.82,0.87,0,10,2,0,0,4,1,0.0841,1.0,0.7884615384615384,0.3076923076923077,0.0,0.3484615384615384,1.071,0.8571,2,1,0.8294,0.2251,0
SHP-00488,2023-10-26,inbound,FastFreight,"Houston, TX","Louisville, KY",TX-KY,Office Supplies,71.1,57,3,3,0.5,1,5.91,6.09,0.18,0,10,3,0,0,4,1,0.0831,1.0,-0.1277777777777777,0.6666666666666667,0.0,-0.2183333333333333,0.79,0.6919500000000001,1,0,0.3797,-0.0952,0
SHP-01923,2023-10-26,inbound,NorthStar,"Miami, FL","Salt Lake City, UT",FL-UT,Apparel,154.5,3,5,7,1.5,1,4.55,5.07,0.52,0,10,3,0,0,4,2,0.0294,1.4,0.5285714285714286,0.4285714285714286,0.0714285714285714,0.5414285714285715,1.064,0.5455,0,1,0.5166,0.3214,0
SHP-01507,2023-10-27,inbound,SwiftLog,"Denver, CO","Minneapolis, MN",CO-MN,Pharmaceuticals,169.3,6,7,8,0.7,1,5.39,5.57,0.18,0,10,4,0,0,4,2,0.0318,1.1429,0.8913043478260869,0.3043478260869565,0.0,0.1569565217391304,1.022,0.6667,1,1,0.6074,0.2163,0
SHP-02838,2023-10-27,outbound,NorthStar,"Memphis, TN","Kansas City, MO",TN-MO,Office Supplies,76.2,159,3,6,2.9,1,10.9,12.3,1.4,0,10,4,0,0,4,1,0.143,2.0,0.7571428571428571,0.3571428571428571,0.0714285714285714,0.5521428571428572,1.511,0.7778,1,1,0.7877,0.6427,0
SHP-00329,2023-10-27,inbound,RelayEx,"Denver, CO","San Antonio, TX",CO-TX,Automotive,146.1,121,5,5,0.3,1,10.53,11.15,0.62,0,10,4,0,0,4,2,0.0721,1.0,0.782608695652174,0.3478260869565217,0.0,0.4069565217391305,1.114,0.7143,1,1,0.6887,0.3502,0
SHP-00575,2023-10-27,outbound,FastFreight,"Phoenix, AZ","Kansas City, MO",AZ-MO,Food & Beverage,33.6,105,5,4,-1.4,0,9.02,9.61,0.59,0,10,4,0,0,4,0,0.2685,0.8,-0.0947368421052631,0.631578947368421,0.0,-0.1973684210526315,0.278,0.6667,1,0,0.3239,-0.1478,0
SHP-02888,2023-10-27,inbound,DirectMove,"Miami, FL","Salt Lake City, UT",FL-UT,Pharmaceuticals,498.0,115,5,5,-0.5,0,13.38,14.82,1.44,0,10,4,0,0,4,2,0.0269,1.0,2.907692307692308,0.1538461538461538,0.0,0.8199999999999998,1.064,0.5455,0,1,0.597,1.4365,0
SHP-02367,2023-10-27,outbound,SwiftLog,"Phoenix, AZ","Minneapolis, MN",AZ-MN,Automotive,21.0,23,10,9,-1.0,0,4.51,4.45,-0.06,0,10,4,0,0,4,0,0.2148,0.9,0.8913043478260869,0.3043478260869565,0.0,0.1569565217391304,1.15,0.75,1,1,0.6202,0.2006,0
SHP-00921,2023-10-28,inbound,DirectMove,"Dallas, TX","Baltimore, MD",TX-MD,Consumer Goods,21.9,34,3,5,2.4,1,4.69,5.27,0.58,0,10,5,1,0,4,0,0.2142,1.6667,2.6642857142857146,0.2142857142857143,0.0,0.8642857142857141,1.009,0.7091000000000001,1,1,0.8558,0.5535,0
SHP-00406,2023-10-28,inbound,PrimeHaul,"Atlanta, GA","Kansas City, MO",GA-MO,Pharmaceuticals,323.0,11,7,10,2.9,1,7.49,7.77,0.28,0,10,5,1,0,4,2,0.0232,1.4286,0.3529411764705882,0.2941176470588235,0.0,0.0605882352941176,1.031,0.4615,0,0,0.3798,0.0555,0
SHP-02688,2023-10-28,inbound,DirectMove,"Memphis, TN","Salt Lake City, UT",TN-UT,Office Supplies,69.3,60,2,8,5.9,1,7.22,8.47,1.25,0,10,5,1,0,4,1,0.1042,4.0,2.6642857142857146,0.2142857142857143,0.0,0.8642857142857141,1.964,0.7273,1,1,0.9045,0.8901,0
SHP-00915,2023-10-28,outbound,SwiftLog,"Seattle, WA","Tampa, FL",WA-FL,Food & Beverage,49.4,125,5,4,-0.6,0,10.3,10.7,0.4,0,10,5,1,0,4,0,0.2085,0.8,0.8173913043478261,0.3043478260869565,0.0,0.1339130434782608,1.289,0.5789,0,0,0.3774,0.4186,0
SHP-00151,2023-10-29,outbound,DirectMove,"Seattle, WA","Tampa, FL",WA-FL,Office Supplies,104.0,13,14,16,2.0,1,4.91,5.48,0.57,0,10,6,1,0,4,1,0.0472,1.1429,2.6333333333333333,0.1999999999999999,0.0,0.8520000000000001,1.289,0.5789,0,1,0.7742,0.5933,0
SHP-01126,2023-10-29,inbound,FastFreight,"Houston, TX","Indianapolis, IN",TX-IN,Electronics,46.4,76,10,10,-0.2,0,7.69,7.64,-0.05,0,10,6,1,0,4,0,0.1657,1.0,-0.1368421052631578,0.631578947368421,0.0,-0.181578947368421,1.4735,0.81745,2,0,0.4819,-0.1554,0
SHP-00716,2023-10-29,inbound,RelayEx,"Houston, TX","Tampa, FL",TX-FL,Office Supplies,267.9,77,5,6,1.0,1,10.35,10.81,0.46,0,10,6,1,0,4,2,0.0386,1.2,0.8043478260869565,0.3043478260869565,0.0,0.361304347826087,1.6395,0.84615,2,1,0.7454,0.3104,0
SHP-01348,2023-10-29,inbound,PrimeHaul,"Detroit, MI","Columbus, OH",MI-OH,Industrial Parts,268.5,29,7,10,2.9,1,7.52,7.26,-0.26,0,10,6,1,0,4,2,0.028,1.4286,0.4312499999999999,0.3125,0.0,0.0918749999999999,1.071,0.7143,1,1,0.6738,0.0444,0
SHP-01152,2023-10-29,outbound,CargoLink,"Chicago, IL","Minneapolis, MN",IL-MN,Apparel,121.7,17,2,2,-0.1,0,4.68,4.72,0.04,0,10,6,1,0,4,1,0.0385,1.0,0.9727272727272728,0.3636363636363636,0.0909090909090909,0.44,1.455,0.6364,0,1,0.61,0.2428,0
SHP-02324,2023-10-30,inbound,FastFreight,"Los Angeles, CA","Minneapolis, MN",CA-MN,Automotive,87.2,139,5,4,-0.7,0,10.69,10.33,-0.36,0,10,0,0,0,4,1,0.1226,0.8,-0.2421052631578947,0.6842105263157895,0.0,-0.1252631578947368,1.844,0.6667,1,0,0.3112,-0.2605,0
SHP-00728,2023-10-30,inbound,CargoLink,"Chicago, IL","San Antonio, TX",IL-TX,Electronics,88.4,42,7,10,3.0,1,6.2,6.74,0.54,0,10,0,0,0,4,1,0.0701,1.4286,1.16,0.3,0.1,0.5239999999999999,2.24,0.6,0,1,0.6371,0.2699,0
SHP-02995,2023-10-30,outbound,RelayEx,"Houston, TX","Portland, OR",TX-OR,Food & Beverage,44.4,32,10,10,0.3,1,5.41,5.47,0.06,0,10,0,0,0,4,0,0.1218,1.0,0.665,0.35,0.0,0.368,0.7715000000000001,0.61905,0,1,0.6228,0.1889,0
SHP-01879,2023-10-30,outbound,CargoLink,"Atlanta, GA","Louisville, KY",GA-KY,Consumer Goods,170.3,11,5,7,1.9,1,5.11,5.61,0.5,0,10,0,0,0,4,2,0.03,1.4,1.16,0.3,0.1,0.5239999999999999,1.665,0.75,1,1,0.7533,0.2941,0
SHP-01583,2023-10-30,outbound,DirectMove,"Seattle, WA","Baltimore, MD",WA-MD,Consumer Goods,186.8,98,14,17,3.4,1,10.84,12.34,1.5,0,10,0,0,0,4,2,0.058,1.2143,2.59375,0.1875,0.0,0.834375,0.865,0.6471,0,1,0.8223,1.4131,0
SHP-02053,2023-10-30,outbound,CargoLink,"Detroit, MI","Minneapolis, MN",MI-MN,Office Supplies,278.9,65,5,6,0.6,1,8.48,8.86,0.38,0,10,0,0,0,4,2,0.0304,1.2,1.16,0.3,0.1,0.5239999999999999,0.633,0.8333,2,1,0.8137,0.406,0
SHP-02244,2023-10-30,outbound,CargoLink,"Memphis, TN","Minneapolis, MN",TN-MN,Automotive,143.6,16,7,5,-2.0,0,5.68,5.9,0.22,0,10,0,0,0,4,2,0.0396,0.7143,1.16,0.3,0.1,0.5239999999999999,0.647,0.6667,1,1,0.6851,0.3001,0
SHP-00749,2023-10-31,outbound,RelayEx,"Phoenix, AZ","Tampa, FL",AZ-FL,Apparel,362.0,48,5,4,-0.9,0,9.37,9.0,-0.37,0,10,1,0,0,4,2,0.0259,0.8,0.6799999999999999,0.3,0.0,0.3625,-0.536,0.2727,0,0,0.378,0.0037,0
SHP-02832,2023-10-31,outbound,SwiftLog,"New York, NY","Nashville, TN",NY-TN,Apparel,67.7,16,2,1,-2.0,0,4.72,5.09,0.37,0,10,1,0,0,4,1,0.0697,0.5,0.8714285714285713,0.3333333333333333,0.0,0.2176190476190476,0.867,0.75,1,1,0.692,0.226,0
SHP-02661,2023-10-31,outbound,RelayEx,"Seattle, WA","Louisville, KY",WA-KY,Industrial Parts,61.8,28,3,3,0.5,1,4.77,4.74,-0.03,0,10,1,0,0,4,0,0.0772,1.0,0.6799999999999999,0.3,0.0,0.3625,1.92,1.0,2,1,0.9719,0.1619,0
SHP-02977,2023-11-01,inbound,PrimeHaul,"Seattle, WA","Portland, OR",WA-OR,Pharmaceuticals,25.6,20,5,6,0.7,1,4.35,4.17,-0.18,0,11,2,0,1,4,0,0.1699,1.2,0.7214285714285714,0.2142857142857143,0.0,0.1092857142857142,1.943,0.9286,2,1,0.9667,0.0027,0
SHP-02426,2023-11-01,inbound,SwiftLog,"Phoenix, AZ","Minneapolis, MN",AZ-MN,Industrial Parts,237.7,72,2,6,4.3,1,9.28,9.82,0.54,0,11,2,0,1,4,2,0.039,3.0,0.5571428571428572,0.3809523809523809,0.0,0.2119047619047618,2.1,0.8333,2,1,0.9163,0.2776,0
